URL_OrigBrightfield_L,URL_OrigBrightfield_H,URL_OrigBrightfield,URL_OrigRNA,URL_OrigMito,URL_OrigER,URL_OrigDNA,URL_OrigAGP,Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_AbsTime,Metadata_BinningX,Metadata_BinningY,Metadata_ChannelID,Metadata_ChannelName,Metadata_Col,Metadata_ExposureTime,Metadata_FieldID,Metadata_ImageResolutionX,Metadata_ImageResolutionY,Metadata_ImageSizeX,Metadata_ImageSizeY,Metadata_MainEmissionWavelength,Metadata_MainExcitationWavelength,Metadata_MaxIntensity,Metadata_ObjectiveMagnification,Metadata_ObjectiveNA,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f08p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,J24,8,0.134280294,2021-09-22T05:31:05.913-04:00,2,2,5,HOECHST 33342,24,0.01,8,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,-0.000645814,-4e-06,10
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r10c24f09p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,J24,9,0.134279296,2021-09-22T05:31:07.457-04:00,2,2,5,HOECHST 33342,24,0.01,9,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,-0.000645814,-4e-06,10
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f01p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,1,0.134620905,2021-09-22T04:03:24.187-04:00,2,2,5,HOECHST 33342,1,0.01,1,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.0,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f02p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,2,0.134624004,2021-09-22T04:03:25.747-04:00,2,2,5,HOECHST 33342,1,0.01,2,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f03p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,3,0.134620994,2021-09-22T04:03:27.247-04:00,2,2,5,HOECHST 33342,1,0.01,3,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f04p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,4,0.134616807,2021-09-22T04:03:28.713-04:00,2,2,5,HOECHST 33342,1,0.01,4,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f05p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,5,0.134617105,2021-09-22T04:03:30.21-04:00,2,2,5,HOECHST 33342,1,0.01,5,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.0,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f06p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,6,0.134623498,2021-09-22T04:03:31.707-04:00,2,2,5,HOECHST 33342,1,0.01,6,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.0,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f07p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,7,0.134623602,2021-09-22T04:03:33.19-04:00,2,2,5,HOECHST 33342,1,0.01,7,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,-0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f08p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,8,0.134620696,2021-09-22T04:03:34.657-04:00,2,2,5,HOECHST 33342,1,0.01,8,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,-0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c01f09p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K01,9,0.134617403,2021-09-22T04:03:36.137-04:00,2,2,5,HOECHST 33342,1,0.01,9,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,-0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f01p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K02,1,0.134592697,2021-09-22T04:08:23.07-04:00,2,2,5,HOECHST 33342,2,0.01,1,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.0,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f02p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K02,2,0.134596497,2021-09-22T04:08:24.55-04:00,2,2,5,HOECHST 33342,2,0.01,2,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f03p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K02,3,0.134592205,2021-09-22T04:08:26.203-04:00,2,2,5,HOECHST 33342,2,0.01,3,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.000645814,-4e-06,11
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r11c02f04p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,K02,4,0.134587407,2021-09-22T04:08:27.67-04:00,2,2,5,HOECHST 33342,2,0.01,4,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.000645814,-4e-06,11
