URL_OrigBrightfield_L,URL_OrigBrightfield_H,URL_OrigBrightfield,URL_OrigRNA,URL_OrigMito,URL_OrigER,URL_OrigDNA,URL_OrigAGP,Metadata_Source,Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_AbsTime,Metadata_BinningX,Metadata_BinningY,Metadata_ChannelID,Metadata_ChannelName,Metadata_Col,Metadata_ExposureTime,Metadata_FieldID,Metadata_ImageResolutionX,Metadata_ImageResolutionY,Metadata_ImageSizeX,Metadata_ImageSizeY,Metadata_MainEmissionWavelength,Metadata_MainExcitationWavelength,Metadata_MaxIntensity,Metadata_ObjectiveMagnification,Metadata_ObjectiveNA,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f06p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C14,6,0.134370103,2021-09-22T04:51:31.407-04:00,2,2,5,HOECHST 33342,14,0.01,6,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.0,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f07p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C14,7,0.134369001,2021-09-22T04:51:32.917-04:00,2,2,5,HOECHST 33342,14,0.01,7,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,-0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f08p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C14,8,0.134368002,2021-09-22T04:51:34.447-04:00,2,2,5,HOECHST 33342,14,0.01,8,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,-0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c14f09p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C14,9,0.134366304,2021-09-22T04:51:35.993-04:00,2,2,5,HOECHST 33342,14,0.01,9,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,-0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f01p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,1,0.134358197,2021-09-22T04:57:45.477-04:00,2,2,5,HOECHST 33342,15,0.01,1,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.0,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f02p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,2,0.134359807,2021-09-22T04:57:47.037-04:00,2,2,5,HOECHST 33342,15,0.01,2,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f03p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,3,0.134358495,2021-09-22T04:57:48.613-04:00,2,2,5,HOECHST 33342,15,0.01,3,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f04p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,4,0.134357095,2021-09-22T04:57:50.143-04:00,2,2,5,HOECHST 33342,15,0.01,4,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f05p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,5,0.134355798,2021-09-22T04:57:51.717-04:00,2,2,5,HOECHST 33342,15,0.01,5,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,0.0,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f06p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,6,0.134358898,2021-09-22T04:57:53.277-04:00,2,2,5,HOECHST 33342,15,0.01,6,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.0,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f07p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,7,0.134358302,2021-09-22T04:57:54.837-04:00,2,2,5,HOECHST 33342,15,0.01,7,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,-0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f08p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,8,0.134355202,2021-09-22T04:57:56.397-04:00,2,2,5,HOECHST 33342,15,0.01,8,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,-0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c15f09p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C15,9,0.134354502,2021-09-22T04:57:57.943-04:00,2,2,5,HOECHST 33342,15,0.01,9,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.000645814,-0.000645814,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f01p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C16,1,0.1343465,2021-09-22T04:58:56.257-04:00,2,2,5,HOECHST 33342,16,0.01,1,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,0.0,0.0,-4e-06,3
s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch7sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch6sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch8sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch3sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch1sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch4sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch5sk1fk1fl1.tiff,s3://cellpainting-gallery/cpg0016-jump/source_4/images/2021_08_30_Batch13/images/BR00127145__2021-09-22T04_01_46-Measurement1/Images/r03c16f02p01-ch2sk1fk1fl1.tiff,source_4,2021_08_30_Batch13,BR00127145,C16,2,0.134348094,2021-09-22T04:58:57.817-04:00,2,2,5,HOECHST 33342,16,0.01,2,5.979760809567617e-07,5.979760809567617e-07,1080,1080,456,405,65535,20,1,1,-0.000645814,0.000645814,-4e-06,3
